Grant_ID,Person_ID
GG58377,PP135408
GG58377,PP17900
GG58377,PP21260
GG58377,PP23167
GG58377,PP45154
GG58377,PP63630
GG58377,PP91439
GG58381,PP26328
GG58397,PP111000
GG58398,PP31708
GG58398,PP551545
GG58407,PP8937
GG58420,PP99376
GG58421,PP82296
GG58425,PP121885
GG58425,PP129665
GG58425,PP505705
GG58425,PP99376
GG58426,PP120740
GG58426,PP121763
GG58426,PP131289
GG58426,PP138877
GG58426,PP503187
GG58426,PP504502
GG58426,PP509199
GG58426,PP523112
GG58426,PP82296
GG58427,PP12018
GG58430,PP98194
GG58431,PP62915
GG58440,PP25948
GG58445,PP120584
GG58445,PP6341
GG58446,PP27239
GG58446,PP6341
GG58447,PP116035
GG58447,PP50458
GG58447,PP7238
GG58448,PP54830
GG58448,PP9809
GG58450,PP117469
GG58450,PP121869
GG58450,PP128394
GG58450,PP43738
GG58450,PP505400
GG58450,PP54692
GG58450,PP90614
GG58450,PP91564
GG58450,PP92230
GG58451,PP120055
GG58451,PP54692
GG58451,PP90614
GG58451,PP91564
GG58451,PP9789
GG58452,PP118772
GG58452,PP118773
GG58452,PP32844
GG58452,PP514817
GG58457,PP10384
GG58457,PP111157
GG58457,PP116030
GG58457,PP31038
GG58457,PP63547
GG58457,PP82663
GG58459,PP11634
GG58459,PP5362
GG58461,PP5362
GG58462,PP131772
GG58462,PP40703
GG58462,PP49661
GG58462,PP67660
GG58462,PP90645
GG58463,PP111776
GG58463,PP126309
GG58463,PP1662
GG58463,PP66549
GG58463,PP8053
GG58463,PP90334
GG58463,PP99993
GG58464,PP11634
GG58464,PP120761
GG58464,PP126128
GG58464,PP131160
GG58464,PP82662
GG58464,PP93910
GG58464,PP99097
GG58474,PP16142
GG58476,PP55758
GG58477,PP122445
GG58477,PP512401
GG58477,PP55758
GG58478,PP24037
GG58478,PP72540
GG58479,PP125971
GG58479,PP25186
GG58480,PP27857
GG58480,PP54057
GG58481,PP103619
GG58481,PP115335
GG58481,PP122230
GG58481,PP27857
GG58481,PP500087
GG58481,PP72879
GG58481,PP85287
GG58481,PP86995
GG58484,PP130331
GG58484,PP48725
GG58484,PP514776
GG58484,PP7860
GG58485,PP518978
GG58487,PP85730
GG58496,PP121616
GG58496,PP12448
GG58496,PP138746
GG58496,PP138751
GG58496,PP15136
GG58496,PP45283
GG58496,PP80824
GG58496,PP99019
GG58507,PP111143
GG58507,PP116438
GG58507,PP116849
GG58507,PP117060
GG58507,PP117062
GG58507,PP131226
GG58507,PP78440
GG58508,PP114914
GG58508,PP126367
GG58508,PP134572
GG58508,PP134573
GG58508,PP134574
GG58508,PP134575
GG58508,PP134578
GG58508,PP134580
GG58508,PP57884
GG58508,PP95855
GG58508,PP98990
GG58510,PP62676
GG58510,PP98934
GG58511,PP102992
GG58511,PP121128
GG58511,PP130192
GG58511,PP22070
GG58511,PP77890
GG58512,PP121520
GG58512,PP75149
GG58512,PP98321
GG58514,PP54465
GG58519,PP32458
GG58520,PP128615
GG58520,PP23591
GG58520,PP32458
GG58520,PP85850
GG58521,PP11389
GG58521,PP116266
GG58521,PP130669
GG58521,PP502975
GG58521,PP502976
GG58521,PP520227
GG58521,PP71602
GG58522,PP103619
GG58522,PP26091
GG58522,PP53288
GG58522,PP74855
GG58522,PP8522
GG58522,PP99232
GG58523,PP125639
GG58523,PP134726
GG58523,PP14986
GG58523,PP48164
GG58523,PP54011
GG58525,PP125667
GG58525,PP136415
GG58525,PP46216
GG58525,PP77445
GG58533,PP111165
GG58533,PP111167
GG58533,PP17312
GG58533,PP57220
GG58533,PP80636
GG58533,PP8522
GG58534,PP138745
GG58534,PP27344
GG58534,PP50437
GG58534,PP6594
GG58534,PP74713
GG58534,PP7719
GG58534,PP89880
GG58535,PP27344
GG58535,PP30441
GG58535,PP49084
GG58535,PP5118
GG58535,PP54881
GG58536,PP117949
GG58536,PP117950
GG58536,PP134357
GG58536,PP135721
GG58536,PP26226
GG58536,PP27344
GG58536,PP45149
GG58536,PP50437
GG58536,PP54198
GG58536,PP54836
GG58536,PP6594
GG58536,PP7719
GG58536,PP8211
GG58543,PP11300
GG58543,PP64624
GG58543,PP93358
GG58545,PP20000
GG58545,PP20001
GG58546,PP8950
GG58546,PP90832
GG58546,PP98936
GG58547,PP128465
GG58547,PP128466
GG58547,PP20000
GG58547,PP84415
GG58547,PP84490
GG58547,PP98532
GG58549,PP116430
GG58549,PP116774
GG58549,PP125761
GG58549,PP130929
GG58549,PP130930
GG58549,PP503312
GG58549,PP78440
GG58550,PP113154
GG58550,PP118297
GG58550,PP118495
GG58550,PP119554
GG58550,PP87388
GG58551,PP111171
GG58551,PP116031
GG58551,PP116032
GG58551,PP116033
GG58551,PP117292
GG58551,PP121617
GG58551,PP122262
GG58551,PP125969
GG58558,PP121814
GG58558,PP124295
GG58558,PP13662
GG58559,PP117191
GG58559,PP135335
GG58559,PP500210
GG58559,PP60681
GG58559,PP9312
GG58559,PP9705
GG58565,PP10026
GG58565,PP19693
GG58575,PP3588
GG58583,PP63218
GG58585,PP63930
GG58593,PP118955
GG58593,PP9133
GG58598,PP28055
GG58598,PP6463
GG58602,PP111575
GG58602,PP17285
GG58602,PP84847
GG58607,PP10289
GG58607,PP121596
GG58607,PP37572
GG58607,PP43394
GG58607,PP65876
GG58608,PP12131
GG58608,PP126013
GG58608,PP85475
GG58611,PP66699
GG58612,PP111644
GG58619,PP118066
GG58619,PP118072
GG58619,PP125553
GG58619,PP125554
GG58619,PP139766
GG58619,PP40395
GG58624,PP13139
GG58624,PP23171
GG58624,PP31277
GG58630,PP107244
GG58630,PP111679
GG58630,PP14670
GG58630,PP506549
GG58636,PP106680
GG58636,PP124553
GG58636,PP32173
GG58638,PP104147
GG58638,PP12620
GG58638,PP130832
GG58638,PP25256
GG58638,PP3614
GG58638,PP504155
GG58638,PP517837
GG58639,PP116940
GG58639,PP131246
GG58639,PP131377
GG58639,PP3304
GG58639,PP62647
GG58639,PP6913
GG58639,PP94473
GG58645,PP12010
GG58645,PP120401
GG58645,PP40939
GG58646,PP32903
GG58646,PP82849
GG58656,PP111056
GG58656,PP125922
GG58656,PP9370
GG58657,PP121197
GG58657,PP12852
GG58657,PP13123
GG58657,PP27905
GG58661,PP115999
GG58661,PP117289
GG58661,PP129067
GG58661,PP131493
GG58661,PP134811
GG58661,PP137762
GG58661,PP137764
GG58661,PP138035
GG58661,PP19529
GG58661,PP500076
GG58661,PP507121
GG58661,PP82441
GG58661,PP8929
GG58663,PP116480
GG58663,PP121733
GG58663,PP124480
GG58663,PP12991
GG58663,PP136568
GG58663,PP18900
GG58663,PP36406
GG58663,PP43394
GG58663,PP506002
GG58663,PP518401
GG58663,PP521367
GG58664,PP122229
GG58664,PP125710
GG58664,PP126003
GG58664,PP126004
GG58664,PP12759
GG58664,PP131117
GG58664,PP509213
GG58664,PP512854
GG58664,PP515601
GG58664,PP515602
GG58664,PP6404
GG58664,PP75543
GG58664,PP80430
GG58668,PP102690
GG58668,PP118138
GG58668,PP125647
GG58668,PP128470
GG58668,PP128471
GG58668,PP129799
GG58668,PP135141
GG58668,PP139196
GG58668,PP41409
GG58668,PP46210
GG58668,PP503151
GG58668,PP56476
GG58671,PP136783
GG58671,PP20409
GG58671,PP3782
GG58671,PP49753
GG58671,PP518415
GG58671,PP71615
GG58674,PP101727
GG58674,PP108597
GG58674,PP136414
GG58691,PP124499
GG58691,PP124500
GG58691,PP126003
GG58691,PP126004
GG58691,PP127118
GG58691,PP502862
GG58691,PP510810
GG58691,PP6404
GG58691,PP80430
GG58716,PP111739
GG58717,PP118239
GG58717,PP130935
GG58717,PP25860
GG58719,PP122128
GG58719,PP122129
GG58719,PP48688
GG58740,PP9018
GG58742,PP121181
GG58742,PP29741
GG58746,PP111827
GG58746,PP118688
GG58746,PP14812
GG58746,PP4957
GG58750,PP14936
GG58752,PP111825
GG58752,PP22392
GG58754,PP122310
GG58754,PP128345
GG58754,PP97073
GG58758,PP104488
GG58758,PP121561
GG58758,PP505494
GG58758,PP75305
GG58758,PP8273
GG58759,PP75850
GG58759,PP8691
GG58762,PP66701
GG58765,PP101654
GG58765,PP91633
GG58767,PP10404
GG58767,PP27983
GG58767,PP29956
GG58767,PP52531
GG58767,PP9888
GG58768,PP105844
GG58768,PP109830
GG58768,PP113883
GG58768,PP118755
GG58768,PP125385
GG58768,PP125386
GG58768,PP126094
GG58768,PP130319
GG58768,PP134853
GG58768,PP135707
GG58768,PP138731
GG58768,PP138790
GG58768,PP4706
GG58769,PP132003
GG58769,PP89501
GG58769,PP9140
GG58770,PP3494
GG58770,PP46841
GG58770,PP505772
GG58770,PP87509
GG58772,PP111942
GG58775,PP132750
GG58775,PP47636
GG58775,PP95222
GG58775,PP9693
GG58777,PP11139
GG58777,PP118689
GG58777,PP4742
GG58777,PP4859
GG58777,PP54033
GG58777,PP96560
GG58777,PP96561
GG58781,PP10552
GG58781,PP63667
GG58786,PP134079
GG58786,PP15126
GG58786,PP19760
GG58786,PP23687
GG58786,PP50789
GG58786,PP57613
GG58786,PP85840
GG58789,PP111964
GG58794,PP10306
GG58794,PP2359
GG58794,PP8964
GG58798,PP101985
GG58798,PP120416
GG58798,PP121275
GG58798,PP32249
GG58799,PP116014
GG58799,PP116015
GG58799,PP12133
GG58799,PP137066
GG58799,PP62525
GG58800,PP106730
GG58800,PP111641
GG58800,PP121142
GG58800,PP121278
GG58800,PP124079
GG58800,PP130801
GG58800,PP3786
GG58800,PP509100
GG58800,PP511585
GG58800,PP514297
GG58800,PP99746
GG58801,PP105716
GG58801,PP105717
GG58801,PP105719
GG58801,PP4796
GG58801,PP85276
GG58803,PP100974
GG58803,PP11634
GG58803,PP121996
GG58803,PP125062
GG58803,PP126016
GG58803,PP129663
GG58803,PP49565
GG58805,PP105780
GG58805,PP39511
GG58805,PP39694
GG58805,PP42890
GG58805,PP4873
GG58805,PP51807
GG58805,PP56775
GG58808,PP59393
GG58808,PP8702
GG58808,PP88433
GG58808,PP9024
GG58809,PP122598
GG58809,PP54023
GG58809,PP71975
GG58809,PP94960
GG58809,PP98823
GG58811,PP118954
GG58811,PP4587
GG58811,PP71952
GG58813,PP110850
GG58813,PP22064
GG58813,PP49843
GG58814,PP23646
GG58815,PP63936
GG58820,PP112011
GG58822,PP10966
GG58822,PP41228
GG58822,PP53957
GG58822,PP61700
GG58822,PP90078
GG58824,PP112020
GG58824,PP7238
GG58824,PP9872
GG58826,PP11862
GG58826,PP135812
GG58826,PP16790
GG58827,PP13191
GG58827,PP4902
GG58827,PP61724
GG58827,PP98112
GG58829,PP106391
GG58830,PP118757
GG58830,PP118758
GG58830,PP62712
GG58831,PP111873
GG58831,PP118753
GG58831,PP118754
GG58831,PP121650
GG58831,PP138527
GG58831,PP139442
GG58831,PP4922
GG58831,PP502868
GG58831,PP503907
GG58831,PP503908
GG58833,PP19772
GG58835,PP9529
GG58836,PP126544
GG58836,PP3632
GG58839,PP118302
GG58839,PP139743
GG58839,PP503992
GG58839,PP507126
GG58839,PP81815
GG58840,PP119668
GG58840,PP119671
GG58840,PP58357
GG58841,PP100465
GG58841,PP115685
GG58841,PP125491
GG58841,PP12575
GG58841,PP24134
GG58841,PP9355
GG58845,PP4537
GG58846,PP107491
GG58846,PP118471
GG58846,PP118473
GG58846,PP12319
GG58846,PP130875
GG58846,PP131802
GG58846,PP134174
GG58846,PP134177
GG58847,PP104807
GG58847,PP125050
GG58847,PP13401
GG58847,PP15144
GG58847,PP4676
GG58847,PP96340
GG58848,PP40967
GG58848,PP58361
GG58848,PP58367
GG58848,PP76163
GG58848,PP76366
GG58849,PP85779
GG58849,PP85780
GG58849,PP9188
GG58849,PP97689
GG58850,PP110704
GG58855,PP122258
GG58855,PP13193
GG58855,PP49819
GG58855,PP75830
GG58856,PP112039
GG58856,PP117278
GG58856,PP126267
GG58856,PP75350
GG58857,PP109012
GG58857,PP111935
GG58857,PP112828
GG58857,PP130433
GG58857,PP19753
GG58857,PP44166
GG58857,PP4537
GG58857,PP56418
GG58857,PP74105
GG58857,PP85456
GG58857,PP88259
GG58857,PP91169
GG58858,PP103535
GG58858,PP12855
GG58858,PP134937
GG58858,PP135567
GG58858,PP139480
GG58858,PP85645
GG58859,PP118718
GG58859,PP59994
GG58860,PP120322
GG58860,PP23335
GG58861,PP108236
GG58861,PP116792
GG58861,PP121063
GG58861,PP124947
GG58861,PP36202
GG58863,PP11097
GG58863,PP122430
GG58863,PP4832
GG58863,PP96246
GG58864,PP100010
GG58864,PP10404
GG58864,PP108422
GG58864,PP131227
GG58864,PP4665
GG58865,PP120545
GG58865,PP125668
GG58865,PP129113
GG58865,PP133643
GG58865,PP134855
GG58865,PP135249
GG58865,PP135250
GG58865,PP19553
GG58865,PP502728
GG58865,PP59487
GG58866,PP118466
GG58866,PP121984
GG58866,PP24392
GG58867,PP114305
GG58867,PP23687
GG58867,PP50789
GG58867,PP85922
GG58868,PP112047
GG58868,PP121531
GG58868,PP121681
GG58868,PP129531
GG58868,PP138476
GG58868,PP53837
GG58871,PP106189
GG58871,PP120418
GG58871,PP42199
GG58878,PP26243
GG58878,PP53420
GG58878,PP63139
GG58879,PP105242
GG58879,PP111532
GG58879,PP135710
GG58879,PP139525
GG58879,PP500405
GG58879,PP500450
GG58879,PP82098
GG58880,PP11938
GG58880,PP39313
GG58880,PP82439
GG58880,PP9060
GG58880,PP96085
GG58881,PP112572
GG58881,PP125492
GG58881,PP127372
GG58881,PP134943
GG58881,PP20291
GG58882,PP105714
GG58882,PP10707
GG58882,PP107099
GG58882,PP115231
GG58882,PP115681
GG58882,PP116470
GG58882,PP118607
GG58882,PP118608
GG58882,PP122301
GG58882,PP122304
GG58882,PP13546
GG58882,PP14714
GG58882,PP15185
GG58882,PP23162
GG58882,PP24747
GG58882,PP36627
GG58882,PP5164
GG58882,PP73988
GG58882,PP79162
GG58882,PP8494
GG58882,PP89629
GG58882,PP91500
GG58882,PP94967
GG58882,PP96564
GG58882,PP96823
GG58882,PP98853
GG58883,PP8357
GG58884,PP122540
GG58884,PP7042
GG58884,PP8449
GG58887,PP6959
GG58887,PP9257
GG58887,PP98312
GG58888,PP10404
GG58888,PP34563
GG58888,PP8945
GG58888,PP9532
GG58889,PP111160
GG58889,PP121047
GG58889,PP82431
GG58889,PP90074
GG58890,PP118502
GG58890,PP95806
GG58891,PP112039
GG58891,PP122344
GG58891,PP505654
GG58891,PP57301
GG58891,PP75350
GG58892,PP111996
GG58892,PP69850
GG58893,PP118925
GG58893,PP53130
GG58893,PP9942
GG58894,PP121973
GG58894,PP69588
GG58895,PP31569
GG58896,PP19478
GG58896,PP2134
GG58896,PP4668
GG58897,PP13053
GG58898,PP106302
GG58898,PP54586
GG58900,PP15377
GG58900,PP96284
GG58900,PP9755
GG58901,PP124699
GG58901,PP129130
GG58901,PP134183
GG58901,PP13567
GG58901,PP17273
GG58901,PP40977
GG58901,PP57573
GG58903,PP22635
GG58903,PP3106
GG58903,PP9563
GG58903,PP98719
GG58903,PP98951
GG58904,PP124955
GG58904,PP29133
GG58904,PP503196
GG58909,PP112065
GG58909,PP119268
GG58910,PP100129
GG58910,PP12566
GG58911,PP18713
GG58911,PP72186
GG58911,PP9358
GG58912,PP10777
GG58912,PP126731
GG58912,PP32683
GG58912,PP500812
GG58912,PP62345
GG58912,PP95263
GG58913,PP105840
GG58913,PP122844
GG58913,PP122846
GG58913,PP131456
GG58913,PP14769
GG58913,PP507100
GG58913,PP508001
GG58913,PP513052
GG58914,PP105169
GG58914,PP129016
GG58914,PP3458
GG58915,PP121901
GG58915,PP33782
GG58916,PP49528
GG58916,PP504847
GG58916,PP514985
GG58916,PP8069
GG58917,PP111716
GG58917,PP112073
GG58917,PP126008
GG58917,PP139580
GG58917,PP8045
GG58917,PP81652
GG58917,PP9666
GG58923,PP112078
GG58923,PP19338
GG58923,PP21973
GG58923,PP24037
GG58924,PP72136
GG58924,PP82881
GG58925,PP106374
GG58926,PP119192
GG58926,PP119194
GG58926,PP121731
GG58926,PP41470
GG58927,PP12365
GG58927,PP135174
GG58927,PP71508
GG58930,PP12664
GG58930,PP14574
GG58930,PP2267
GG58932,PP110632
GG58934,PP40863
GG58935,PP118467
GG58935,PP43802
GG58935,PP8717
GG58936,PP112083
GG58936,PP112084
GG58936,PP121723
GG58936,PP121725
GG58936,PP121726
GG58936,PP121727
GG58936,PP121728
GG58936,PP125581
GG58936,PP87038
GG58937,PP112086
GG58937,PP11938
GG58937,PP3320
GG58937,PP9060
GG58937,PP93598
GG58938,PP118303
GG58938,PP16191
GG58938,PP500609
GG58940,PP112087
GG58940,PP119539
GG58940,PP13131
GG58940,PP99530
GG58941,PP122580
GG58941,PP2874
GG58943,PP119211
GG58943,PP3377
GG58945,PP11186
GG58945,PP139500
GG58945,PP61317
GG58946,PP121426
GG58946,PP20562
GG58946,PP598303
GG58947,PP100802
GG58947,PP112089
GG58947,PP118768
GG58947,PP126865
GG58948,PP118496
GG58948,PP11980
GG58948,PP122887
GG58950,PP115607
GG58950,PP134826
GG58950,PP134827
GG58950,PP134854
GG58950,PP4917
GG58950,PP94869
GG58950,PP96177
GG58951,PP104568
GG58951,PP105165
GG58951,PP106731
GG58951,PP125923
GG58951,PP129612
GG58951,PP13090
GG58951,PP131736
GG58951,PP3319
GG58951,PP509040
GG58951,PP510709
GG58951,PP519685
GG58952,PP100304
GG58952,PP107186
GG58952,PP11825
GG58952,PP118504
GG58952,PP126239
GG58952,PP13149
GG58952,PP16604
GG58952,PP2338
GG58952,PP31065
GG58952,PP69558
GG58952,PP91904
GG58952,PP91911
GG58952,PP92721
GG58952,PP99314
GG58953,PP112051
GG58953,PP139360
GG58953,PP4785
GG58953,PP4788
GG58955,PP12779
GG58955,PP41368
GG58955,PP8066
GG58956,PP101502
GG58956,PP118270
GG58956,PP126242
GG58956,PP15616
GG58957,PP10026
GG58957,PP114294
GG58957,PP125570
GG58957,PP134815
GG58957,PP18568
GG58957,PP44883
GG58957,PP48619
GG58957,PP95256
GG58958,PP101505
GG58958,PP110449
GG58958,PP111084
GG58958,PP120595
GG58958,PP126610
GG58958,PP130307
GG58958,PP131239
GG58958,PP13234
GG58958,PP15138
GG58958,PP4675
GG58958,PP86062
GG58959,PP106920
GG58959,PP115842
GG58959,PP122418
GG58959,PP13844
GG58959,PP14817
GG58959,PP15418
GG58959,PP4788
GG58959,PP4840
GG58959,PP9004
GG58959,PP96176
GG58959,PP9931
GG58960,PP139360
GG58960,PP20437
GG58960,PP4785
GG58960,PP4788
GG58961,PP118700
GG58961,PP130783
GG58961,PP41384
GG58962,PP112518
GG58962,PP11938
GG58962,PP3320
GG58966,PP12018
GG58971,PP66531
GG58972,PP11867
GG58972,PP126606
GG58972,PP20386
GG58972,PP80025
GG58972,PP91419
GG58973,PP104428
GG58973,PP20048
GG58974,PP131519
GG58974,PP30315
GG58974,PP78406
GG58974,PP84248
GG58977,PP118483
GG58977,PP121280
GG58977,PP4734
GG58977,PP5071
GG58977,PP91624
GG58980,PP33278
GG58983,PP100684
GG58983,PP100685
GG58983,PP6862
GG58983,PP8956
GG58984,PP112109
GG58984,PP119415
GG58984,PP119416
GG58984,PP4896
GG58985,PP109889
GG58985,PP111037
GG58985,PP115823
GG58985,PP116762
GG58985,PP130204
GG58985,PP131431
GG58985,PP134852
GG58985,PP134907
GG58985,PP134908
GG58985,PP17095
GG58985,PP17134
GG58985,PP4909
GG58985,PP78012
GG58985,PP92226
GG58986,PP11648
GG58986,PP12919
GG58986,PP25146
GG58986,PP49995
GG58986,PP54555
GG58986,PP59356
GG58988,PP9349
GG58988,PP95599
GG58990,PP106701
GG58990,PP112531
GG58990,PP127763
GG58990,PP12783
GG58990,PP19612
GG58990,PP60085
GG58990,PP82766
GG58990,PP96139
GG58991,PP106196
GG58991,PP112114
GG58991,PP500298
GG58991,PP82102
GG58991,PP98908
GG58995,PP107265
GG58995,PP118601
GG58995,PP12632
GG58995,PP126549
GG58995,PP80962
GG58996,PP105460
GG58996,PP112022
GG58996,PP11645
GG58996,PP117213
GG58996,PP126911
GG58996,PP126912
GG58996,PP3271
GG58996,PP41493
GG58996,PP80865
GG58996,PP91126
GG58998,PP112115
GG58998,PP84679
GG59000,PP102580
GG59000,PP110858
GG59000,PP117016
GG59000,PP118756
GG59000,PP120538
GG59000,PP125388
GG59000,PP126273
GG59000,PP14632
GG59000,PP14651
GG59000,PP14964
GG59000,PP17169
GG59000,PP4544
GG59000,PP4545
GG59000,PP49229
GG59000,PP510778
GG59000,PP58064
GG59000,PP61190
GG59000,PP67466
GG59000,PP69911
GG59000,PP7200
GG59000,PP78126
GG59001,PP102148
GG59001,PP107266
GG59001,PP111551
GG59001,PP118759
GG59001,PP126263
GG59001,PP15212
GG59001,PP19609
GG59001,PP29249
GG59001,PP4889
GG59001,PP4890
GG59001,PP4891
GG59001,PP70441
GG59001,PP82180
GG59001,PP82459
GG59001,PP82936
GG59004,PP49739
GG59004,PP86633
GG59005,PP103910
GG59005,PP108996
GG59005,PP112120
GG59005,PP127523
GG59005,PP3486
GG59006,PP122467
GG59006,PP44171
GG59006,PP7754
GG59006,PP98713
GG59007,PP12540
GG59007,PP86038
GG59008,PP121505
GG59008,PP129855
GG59008,PP136311
GG59008,PP136331
GG59008,PP23504
GG59008,PP27799
GG59008,PP47427
GG59008,PP4838
GG59009,PP11744
GG59009,PP4828
GG59009,PP98919
GG59012,PP10838
GG59012,PP112121
GG59012,PP121981
GG59013,PP110685
GG59013,PP131254
GG59013,PP35098
GG59014,PP12295
GG59014,PP129661
GG59014,PP81942
GG59016,PP20423
GG59016,PP54460
GG59016,PP88604
GG59016,PP91540
GG59017,PP131781
GG59017,PP23171
GG59017,PP27942
GG59017,PP552392
GG59017,PP66399
GG59019,PP43546
GG59022,PP121105
GG59022,PP130242
GG59022,PP130607
GG59022,PP130644
GG59022,PP51190
GG59022,PP515979
GG59022,PP51801
GG59022,PP518423
GG59022,PP523885
GG59028,PP111688
GG59028,PP112130
GG59030,PP26323
GG59030,PP31300
GG59030,PP87239
GG59030,PP9024
GG59030,PP97095
GG59031,PP112132
GG59031,PP120352
GG59031,PP131286
GG59031,PP503653
GG59031,PP73402
GG59031,PP95741
GG59034,PP127825
GG59034,PP13862
GG59036,PP49204
GG59037,PP110195
GG59037,PP115991
GG59037,PP123467
GG59037,PP13843
GG59037,PP15556
GG59037,PP23162
GG59037,PP40582
GG59037,PP62374
GG59037,PP76149
GG59037,PP96179
GG59037,PP99917
GG59041,PP122165
GG59041,PP34112
GG59042,PP110741
GG59042,PP112138
GG59042,PP122352
GG59042,PP82102
GG59044,PP26159
GG59044,PP4889
GG59044,PP4890
GG59044,PP4891
GG59045,PP118605
GG59045,PP30367
GG59045,PP5055
GG59045,PP91775
GG59045,PP93853
GG59047,PP135320
GG59047,PP75426
GG59047,PP83666
GG59047,PP91816
GG59048,PP23162
GG59048,PP42740
GG59048,PP4785
GG59048,PP500345
GG59048,PP76226
GG59050,PP125534
GG59050,PP126975
GG59050,PP134450
GG59050,PP134870
GG59050,PP135153
GG59050,PP139472
GG59050,PP19213
GG59050,PP503279
GG59050,PP511587
GG59050,PP512529
GG59050,PP94880
GG59056,PP106347
GG59056,PP5580
GG59056,PP61740
GG59057,PP113946
GG59057,PP121828
GG59057,PP123730
GG59057,PP127028
GG59057,PP129452
GG59057,PP135316
GG59057,PP1664
GG59057,PP87388
GG59059,PP22772
GG59059,PP99004
GG59061,PP100799
GG59061,PP11123
GG59061,PP11803
GG59061,PP118222
GG59061,PP119028
GG59061,PP121870
GG59061,PP502813
GG59061,PP502814
GG59062,PP121273
GG59062,PP126479
GG59062,PP135316
GG59062,PP48104
GG59063,PP106217
GG59063,PP118721
GG59063,PP118722
GG59063,PP118723
GG59063,PP87084
GG59064,PP121306
GG59064,PP71964
GG59064,PP72707
GG59068,PP132176
GG59068,PP132177
GG59068,PP30307
GG59069,PP133954
GG59071,PP132113
GG59071,PP134424
GG59071,PP134426
GG59071,PP138692
GG59071,PP41446
GG59071,PP94881
GG59071,PP96089
GG59072,PP106941
GG59072,PP40892
GG59074,PP14720
GG59074,PP85734
GG59075,PP116416
GG59075,PP117287
GG59075,PP126254
GG59075,PP134921
GG59075,PP138662
GG59075,PP138663
GG59075,PP138664
GG59075,PP138666
GG59075,PP45086
GG59075,PP554235
GG59075,PP96926
GG59076,PP119080
GG59076,PP43744
GG59077,PP100974
GG59077,PP112154
GG59077,PP122392
GG59077,PP126167
GG59077,PP555075
GG59077,PP63834
GG59080,PP26052
GG59080,PP96082
GG59081,PP7561
GG59081,PP90177
GG59081,PP91213
GG59081,PP94964
GG59083,PP23653
GG59083,PP27923
GG59084,PP10071
GG59084,PP121603
GG59084,PP121605
GG59084,PP17926
GG59087,PP106385
GG59087,PP126831
GG59087,PP49745
GG59087,PP54499
GG59087,PP54635
GG59088,PP500669
GG59088,PP84419
GG59091,PP20432
GG59092,PP17106
GG59092,PP503808
GG59093,PP1526
GG59094,PP119663
GG59094,PP127069
GG59094,PP134965
GG59094,PP53644
GG59094,PP9573
GG59095,PP112136
GG59095,PP121078
GG59095,PP126729
GG59095,PP134367
GG59095,PP134368
GG59095,PP31432
GG59095,PP3489
GG59095,PP45398
GG59095,PP89593
GG59097,PP125412
GG59097,PP46231
GG59097,PP91176
GG59099,PP20523
GG59100,PP12661
GG59100,PP17165
GG59103,PP125429
GG59103,PP69340
GG59103,PP76077
GG59103,PP82340
GG59103,PP85194
GG59104,PP20926
GG59104,PP57897
GG59108,PP10571
GG59108,PP112160
GG59108,PP75796
GG59109,PP100082
GG59109,PP127186
GG59109,PP20529
GG59109,PP69276
GG59110,PP112168
GG59110,PP502191
GG59110,PP502194
GG59110,PP502195
GG59110,PP56660
GG59110,PP86032
GG59114,PP28845
GG59115,PP110316
GG59115,PP112257
GG59115,PP123098
GG59115,PP4671
GG59116,PP118190
GG59116,PP6446
GG59117,PP109263
GG59117,PP109264
GG59117,PP112617
GG59117,PP115679
GG59117,PP128427
GG59117,PP130909
GG59117,PP131275
GG59117,PP133516
GG59117,PP133897
GG59117,PP134823
GG59117,PP134824
GG59117,PP2320
GG59117,PP26285
GG59117,PP91004
GG59117,PP94430
GG59119,PP3477
GG59119,PP65232
GG59120,PP122973
GG59120,PP56865
GG59120,PP8780
GG59121,PP100293
GG59121,PP110650
GG59121,PP116906
GG59121,PP116907
GG59121,PP116908
GG59121,PP122946
GG59121,PP138084
GG59121,PP3049
GG59121,PP4828
GG59121,PP54398
GG59121,PP67321
GG59121,PP74975
GG59121,PP76158
GG59121,PP8463
GG59121,PP91521
GG59122,PP122427
GG59122,PP124872
GG59122,PP138547
GG59122,PP30910
GG59122,PP503751
GG59122,PP506614
GG59122,PP513595
GG59122,PP598640
GG59123,PP12128
GG59123,PP121611
GG59124,PP129603
GG59124,PP85897
GG59129,PP105674
GG59129,PP106866
GG59129,PP114025
GG59129,PP118468
GG59129,PP119642
GG59129,PP123901
GG59129,PP129002
GG59129,PP134072
GG59129,PP14896
GG59129,PP508498
GG59129,PP81859
GG59129,PP94233
GG59129,PP94234
GG59129,PP96784
GG59131,PP118693
GG59131,PP118695
GG59131,PP133029
GG59131,PP62960
GG59131,PP78485
GG59132,PP111697
GG59132,PP112064
GG59132,PP119071
GG59132,PP71370
GG59132,PP99045
GG59134,PP121203
GG59134,PP8891
GG59135,PP115927
GG59135,PP121867
GG59135,PP125431
GG59135,PP131770
GG59135,PP46766
GG59136,PP111923
GG59136,PP12070
GG59136,PP33327
GG59136,PP85893
GG59136,PP90178
GG59137,PP109146
GG59137,PP114479
GG59137,PP121779
GG59137,PP22138
GG59137,PP57686
GG59139,PP49753
GG59139,PP89410
GG59139,PP91907
GG59139,PP97229
GG59141,PP100267
